Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens,ID,loan_default
99999999,Short Term,722,1324452,10+ years,Rent,Take a Trip,17880.14,37.5,NA,18,2,115672,376244,1,1,66480,0
285340,Short Term,716,1732743,< 1 year,Rent,Other,31622.65,21.1,8,14,0,461700,797918,0,0,66530,0
177320,Short Term,704,1665407,2 years,Rent,other,25397.3,33.5,26,21,0,388550,587356,0,0,66590,1
236522,Short Term,,,3 years,Home Mortgage,Debt Consolidation,6103.75,14.9,NA,7,0,307154,400950,0,0,66600,0
292072,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,20774.03,25.2,NA,9,0,223402,720544,0,0,66660,0
183260,Long Term,698,744800,10+ years,Rent,Debt Consolidation,11525.78,32.2,42,13,0,167086,280368,0,0,66670,0
77264,Short Term,7040,1297415,10+ years,Home Mortgage,Debt Consolidation,18596.25,15.5,16,8,1,123386,236126,1,0,66700,1
337920,Short Term,7480,1478656,9 years,Home Mortgage,Debt Consolidation,16388.45,14.4,NA,10,0,166573,612326,0,0,66710,1
572528,Long Term,653,1234943,10+ years,Home Mortgage,Debt Consolidation,40958.87,19,NA,15,0,1030047,1633808,0,0,66720,0
308440,Short Term,691,1617261,10+ years,Rent,Debt Consolidation,24636.16,24.3,61,11,0,468179,616726,0,0,66730,0
387838,Long Term,725,1581731,10+ years,Rent,Debt Consolidation,28602.98,20.6,8,14,0,388683,1032218,0,0,66760,0
99999999,Long Term,729,1860727,8 years,Home Mortgage,Medical Bills,13319.76,16.9,NA,13,0,228589,639320,0,0,66770,0
265012,Short Term,733,7828190,4 years,Rent,Debt Consolidation,12525.18,10,NA,6,0,64923,112684,0,0,66800,0
520080,Short Term,738,2807250,2 years,Rent,Debt Consolidation,47723.25,13.1,59,16,0,802807,1094874,0,0,66810,1
528462,Long Term,706,1146954,< 1 year,Home Mortgage,Debt Consolidation,35268.75,17.4,75,13,1,160417,511698,1,0,66830,0
99999999,Long Term,744,1584961,2 years,Own Home,Debt Consolidation,24566.81,13.5,NA,11,0,362957,1884586,0,0,66900,0
248226,Short Term,,,6 years,Rent,other,6359.11,15.2,55,4,0,59147,141790,0,0,66920,1
399058,Short Term,746,2871945,6 years,Home Mortgage,Debt Consolidation,41403.85,12.3,NA,12,0,553527,989076,0,0,66930,0
347864,Long Term,727,1444380,1 year,Home Mortgage,Debt Consolidation,20943.51,14,28,9,0,220590,341000,0,0,66950,0
99999999,Short Term,738,1494008,10+ years,Home Mortgage,Other,10059.74,20,38,9,1,357428,547426,1,0,66980,0
133738,Short Term,744,1443810,8 years,Home Mortgage,Home Improvements,22018.15,19.3,NA,9,0,335825,660198,0,0,67040,0
131538,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,10530.18,13.7,4,11,1,82004,107404,0,0,67130,0
437514,Long Term,717,1069871,7 years,Home Mortgage,Debt Consolidation,28262.5,31.8,18,23,0,465158,1844546,0,0,67150,0
236192,Short Term,743,890112,2 years,Rent,Debt Consolidation,11274.79,21.8,81,10,0,216087,588742,0,0,67200,0
99999999,Short Term,749,2185646,1 year,Home Mortgage,Home Improvements,32784.88,23.3,NA,19,0,135318,1721874,0,0,67230,0
170852,Short Term,728,866039,10+ years,Rent,Debt Consolidation,20640.46,10.5,NA,15,0,335008,460152,0,0,67270,1
26708,Short Term,747,1441112,1 year,Rent,Other,11408.74,16,NA,5,0,66804,244794,0,0,67310,0
539066,Short Term,,,n/a,Home Mortgage,Home Improvements,26536.16,44.5,45,11,0,160569,448030,0,0,67330,0
651420,Short Term,732,1640897,10+ years,Home Mortgage,Debt Consolidation,30219.69,23.4,53,11,0,430635,549164,0,0,67400,0
755370,Short Term,,,1 year,Home Mortgage,Debt Consolidation,35752.11,20.1,NA,14,0,731519,1644720,0,0,67460,0
211860,Short Term,703,535971,3 years,Rent,Debt Consolidation,6342.2,21.8,NA,7,0,273619,336666,0,0,67490,0
216370,Long Term,,,8 years,Home Mortgage,Debt Consolidation,19181.07,23.3,NA,10,0,774592,1845470,0,0,67680,0
175604,Short Term,735,682423,< 1 year,Rent,Debt Consolidation,16378.19,8.4,NA,9,0,105811,193248,0,0,67700,1
334158,Long Term,710,1731546,9 years,Home Mortgage,Debt Consolidation,20489.98,15.9,NA,9,0,246278,792132,0,0,67720,0
149248,Short Term,706,1611295,3 years,Home Mortgage,Debt Consolidation,14232.9,14,67,6,1,302974,553344,1,0,67740,0
99999999,Short Term,746,866970,3 years,Home Mortgage,other,2889.9,18,NA,12,0,112518,556776,0,0,67760,0
757306,Long Term,660,1793904,10+ years,Home Mortgage,Debt Consolidation,45445.53,22.5,36,13,0,1826888,2363526,0,0,67790,0
133540,Short Term,713,768892,10+ years,Own Home,Debt Consolidation,4517.25,20.9,10,11,0,89243,222706,0,0,67930,1
43142,Short Term,717,1248186,10+ years,Rent,other,19242.82,23,NA,8,0,426246,500566,0,0,67990,0
118272,Long Term,706,1310468,1 year,Home Mortgage,Other,11848.78,30.1,47,9,0,87267,196196,0,0,68040,0
189134,Short Term,703,716775,< 1 year,Home Mortgage,Debt Consolidation,9079.34,9.7,NA,5,0,118712,178068,0,0,68050,0
475618,Short Term,,,2 years,Home Mortgage,Debt Consolidation,27903.02,18.4,17,15,0,952109,1284888,0,0,68100,0
441628,Short Term,702,1144218,n/a,Own Home,Home Improvements,18784.16,27,44,14,0,433618,602756,0,0,68110,0
218240,Short Term,740,1225120,10+ years,Home Mortgage,Debt Consolidation,9382.39,19.7,72,20,1,157377,650804,1,0,68130,0
469898,Long Term,,,< 1 year,Rent,Debt Consolidation,3693.03,17.6,NA,13,1,63973,201278,1,0,68140,0
99999999,Short Term,747,1907410,2 years,Home Mortgage,Other,22730.08,33.7,NA,17,0,485678,1973224,0,0,68160,0
118976,Short Term,,,3 years,Own Home,Debt Consolidation,10386.54,14.8,15,7,0,101973,185966,0,0,68180,0
326282,Short Term,,,10+ years,Rent,Debt Consolidation,5106.44,15.4,45,10,0,207898,341462,0,0,68190,0
284372,Short Term,7200,982376,8 years,Own Home,Debt Consolidation,19811.11,11.4,NA,16,0,226423,397826,0,0,68210,1
300520,Short Term,734,889846,8 years,Home Mortgage,Debt Consolidation,17648.53,15.3,38,12,1,226822,390830,1,0,68280,1
453926,Long Term,7250,1120050,10+ years,Home Mortgage,Debt Consolidation,16800.75,18,NA,6,0,404396,520850,0,0,68310,1
149644,Short Term,632,1152901,7 years,Rent,other,1690.81,10.7,NA,6,0,44042,150854,0,0,68330,1
399718,Short Term,748,1150716,7 years,Home Mortgage,Debt Consolidation,7633.06,13.8,77,6,0,274930,606364,0,0,68350,0
259380,Short Term,738,1493400,10+ years,Home Mortgage,Debt Consolidation,22525.45,13,16,6,0,84968,101552,0,0,68440,1
79244,Short Term,741,570342,3 years,Rent,Debt Consolidation,3288.9,9.9,NA,2,0,100548,154000,0,0,68500,0
648846,Long Term,719,1285274,5 years,Home Mortgage,Debt Consolidation,11353.26,11.7,NA,4,0,166250,302676,0,0,68530,0
399520,Long Term,678,1284324,10+ years,Rent,other,24830.34,18.2,43,12,0,309947,614526,0,0,68590,1
99999999,Short Term,740,2025495,10+ years,Home Mortgage,Home Improvements,44898.52,23,NA,15,0,470174,701558,0,0,68630,0
124740,Short Term,,,3 years,Own Home,Debt Consolidation,14392.88,19.6,13,8,0,423111,873312,0,0,68670,0
221980,Short Term,704,2238960,10+ years,Rent,Debt Consolidation,12239.61,14,11,9,0,49362,144716,0,0,68690,0
185438,Short Term,692,659414,< 1 year,Rent,Debt Consolidation,5066.54,17.2,29,7,0,150651,222486,0,0,68740,0
179014,Short Term,719,2405970,9 years,Home Mortgage,Debt Consolidation,31478.25,27.9,NA,12,1,63251,119658,1,0,68750,0
247720,Short Term,746,1800136,5 years,Own Home,Debt Consolidation,4230.35,31.5,NA,9,0,324026,1078132,0,0,68780,0
284680,Long Term,727,699580,< 1 year,Own Home,Debt Consolidation,8103.5,10.7,15,13,0,341525,996072,0,0,68790,1
335346,Long Term,721,1081233,2 years,Home Mortgage,Debt Consolidation,23156.44,20.5,NA,7,0,152684,223498,0,0,68800,0
309188,Long Term,,,5 years,Rent,other,10908.47,11.9,50,12,0,77862,251130,0,0,68830,0
195492,Short Term,740,3470369,10+ years,Home Mortgage,Debt Consolidation,36438.77,20.4,12,13,0,240407,341154,0,0,68840,1
421256,Short Term,748,1932775,2 years,Home Mortgage,Home Improvements,6474.82,17.7,NA,6,0,268432,853886,0,0,68850,0
121836,Short Term,739,1503280,7 years,Rent,Debt Consolidation,9621.03,13.4,16,13,0,152684,350064,0,0,68880,0
322476,Long Term,743,1930951,10+ years,Home Mortgage,major_purchase,42802.63,20,NA,20,0,491948,1911492,0,0,68900,1
188100,Short Term,,,10+ years,Rent,Debt Consolidation,19217.74,18.2,48,9,2,65873,219164,2,0,68910,0
143792,Short Term,7070,597018,1 year,Rent,Debt Consolidation,8407.88,8,NA,6,0,58653,92906,0,0,68930,1
66814,Short Term,749,288477,2 years,Rent,other,4250.3,11.4,NA,10,0,0,0,0,0,68960,0
77110,Short Term,721,856292,4 years,Rent,Debt Consolidation,12059.3,21.6,34,5,0,50882,77110,0,0,69000,0
768460,Long Term,694,4266450,5 years,Home Mortgage,Debt Consolidation,36620.41,8,44,7,1,105526,293700,0,0,69020,1
517286,Short Term,750,2559471,< 1 year,Rent,Debt Consolidation,31353.61,18.9,75,15,0,145426,1059080,0,0,69030,0
692054,Long Term,720,1336650,6 years,Home Mortgage,Debt Consolidation,26733,21.9,NA,8,0,748752,1087790,0,0,69070,0
435600,Short Term,710,1410750,10+ years,Rent,Debt Consolidation,24453,14.2,27,10,0,249280,348612,0,0,69080,0
176990,Short Term,,,3 years,Rent,Debt Consolidation,3532.48,16.7,56,11,0,109022,587158,0,0,69090,0
314006,Short Term,735,2324460,10+ years,Rent,Debt Consolidation,59080.12,37.8,NA,18,0,907117,1985544,0,0,69100,1
215380,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,17527.88,40.7,NA,11,1,367840,512534,1,0,69120,1
446512,Long Term,725,1245507,7 years,Rent,Debt Consolidation,4712.19,18.5,NA,5,0,148067,204094,0,0,69130,0
398332,Short Term,721,1100860,2 years,Rent,Debt Consolidation,16696.25,11.7,NA,17,0,378081,979352,0,0,69190,0
66308,Short Term,687,839933,7 years,Own Home,other,1567.88,9.1,15,4,0,59413,219076,0,0,69260,0
173734,Short Term,719,1875490,2 years,Rent,Debt Consolidation,61734.99,28.3,2,11,0,13224,312444,0,0,69280,1
99999999,Long Term,706,2284104,10+ years,Home Mortgage,Debt Consolidation,37687.64,15.4,61,14,0,443327,798314,0,0,69340,0
262548,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,14398.39,22.7,46,7,0,274417,623018,0,0,69350,0
160424,Short Term,744,1026304,1 year,Own Home,Buy House,9493.16,16.1,NA,5,0,125742,244310,0,0,69410,1
556160,Short Term,733,2151826,10+ years,Rent,Debt Consolidation,39629.63,19,NA,17,1,370443,946880,1,0,69420,0
483978,Long Term,698,1058167,6 years,Home Mortgage,Debt Consolidation,17812.5,15.8,11,11,0,167922,440880,0,0,69430,0
98956,Short Term,723,3798480,1 year,Home Mortgage,Debt Consolidation,12819.87,14.5,69,5,0,67260,83534,0,0,69440,0
616990,Short Term,721,2664256,4 years,Rent,Debt Consolidation,14053.92,20.1,NA,7,0,422199,579238,0,0,69480,0
306064,Short Term,744,1106085,6 years,Home Mortgage,Debt Consolidation,19633.08,16.2,NA,10,0,405213,671220,0,0,69550,0
99999999,Long Term,700,1074963,< 1 year,Home Mortgage,Debt Consolidation,22305.43,19.6,NA,13,0,425733,516208,0,0,69560,0
303710,Short Term,,,1 year,Rent,Home Improvements,11709.51,7.1,NA,5,0,96026,362164,0,0,69620,0
224378,Short Term,,,7 years,Own Home,Debt Consolidation,6548.16,17.2,NA,7,1,222661,652696,1,0,69630,0
401104,Short Term,723,1539608,10+ years,Rent,Debt Consolidation,22837.62,14.8,NA,11,0,277951,441496,0,0,69670,0
329252,Short Term,731,1852025,2 years,Home Mortgage,Debt Consolidation,35651.6,12.6,NA,16,1,235505,783618,0,1,69710,0
178420,Short Term,747,1983809,2 years,Rent,Other,8265.95,19.5,14,15,0,147839,598554,0,0,69770,0
300784,Short Term,745,2264572,4 years,Own Home,Debt Consolidation,14531.01,14.6,46,7,0,47557,200992,0,0,69780,1
237842,Short Term,646,646646,10+ years,Rent,Buy a Car,4639.61,22.9,64,8,0,124431,301400,0,0,69830,0
311322,Short Term,751,1493704,10+ years,Home Mortgage,Debt Consolidation,21783.31,16,NA,23,0,92454,1321716,0,0,69850,0
664510,Long Term,661,1149690,10+ years,Home Mortgage,Debt Consolidation,34011.71,17.5,NA,6,0,758442,927344,0,0,69900,1
652212,Short Term,714,1971459,10+ years,Rent,Debt Consolidation,25300.4,9.9,NA,8,0,208753,458656,0,0,69910,0
99999999,Short Term,716,2683674,10+ years,Home Mortgage,Debt Consolidation,41932.43,24.9,NA,13,0,1260973,1524094,0,0,69920,0
301686,Short Term,741,2326322,< 1 year,Home Mortgage,Debt Consolidation,46526.25,23.4,33,11,0,82137,144320,0,0,69970,0
225368,Short Term,713,583908,3 years,Own Home,Debt Consolidation,4632.39,14.3,NA,6,0,186314,403238,0,0,70000,0
99999999,Long Term,698,872784,8 years,Rent,Debt Consolidation,6596.8,21.9,6,5,0,261459,507122,0,0,70010,0
111628,Short Term,683,1971307,10+ years,Rent,other,37142.72,22.4,71,12,0,645221,756954,0,0,70040,0
707564,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,20599.8,24.3,NA,10,0,763629,1283326,0,0,70090,1
236698,Long Term,638,466735,n/a,Own Home,Debt Consolidation,6689.9,15.9,33,16,0,183863,691196,0,0,70140,0
494560,Long Term,,,10+ years,Rent,Debt Consolidation,26394.99,19.3,NA,11,0,438596,852104,0,0,70150,0
100166,Short Term,707,288344,< 1 year,Home Mortgage,Debt Consolidation,6391.41,13,NA,5,1,53808,80168,1,0,70170,0
89848,Short Term,710,1357797,10+ years,Own Home,other,26703.36,30.8,35,10,0,1017507,2517482,0,0,70190,1
194810,Short Term,730,1121646,10+ years,Home Mortgage,Debt Consolidation,17198.61,39.4,7,16,0,161747,486442,0,0,70240,0
434500,Short Term,724,1219572,5 years,Own Home,Debt Consolidation,31606.88,14.5,10,12,0,433884,975524,0,0,70260,0
144408,Long Term,,,10+ years,Home Mortgage,Home Improvements,10865.34,17,54,8,1,85082,222376,1,0,70280,0
780626,Long Term,672,3274574,10+ years,Home Mortgage,Debt Consolidation,43115.18,26.6,NA,12,0,1792726,2657886,0,0,70330,0
114092,Short Term,694,851314,10+ years,Rent,other,4717.7,15.3,59,12,1,63213,195712,1,0,70360,0
394350,Long Term,722,778468,10+ years,Rent,Debt Consolidation,1693.09,24.4,4,10,0,163628,560560,0,0,70420,1
218196,Short Term,,,n/a,Rent,Debt Consolidation,10980.67,19.4,56,12,1,75582,146850,1,0,70430,0
380446,Short Term,697,1719234,6 years,Rent,Debt Consolidation,12220.8,18,80,14,1,255968,427064,1,0,70440,0
518452,Short Term,,,3 years,Rent,Debt Consolidation,14775.54,7.8,NA,8,0,70148,846076,0,0,70460,0
38346,Short Term,739,986879,5 years,Home Mortgage,Debt Consolidation,2179.49,31.4,1,6,0,56791,1289552,0,0,70560,0
428428,Short Term,722,2327652,10+ years,Rent,Debt Consolidation,15556.44,15.4,NA,8,1,125628,444862,1,0,70570,0
762278,Long Term,701,1607115,10+ years,Home Mortgage,Debt Consolidation,35356.72,18,21,16,1,261345,500170,0,1,70580,0
236126,Long Term,719,926915,4 years,Home Mortgage,Debt Consolidation,25181.08,6.9,NA,11,0,116128,437976,0,0,70610,0
529584,Long Term,646,2332573,1 year,Home Mortgage,Debt Consolidation,19399.19,18.8,32,10,0,54207,242308,0,0,70630,1
223542,Short Term,730,1158354,2 years,Rent,Debt Consolidation,27028.26,23,14,11,0,153786,225412,0,0,70650,0
89034,Short Term,734,817038,< 1 year,Rent,Buy a Car,1865.61,10.7,26,7,0,23845,64482,0,0,70690,0
369380,Short Term,739,1640612,10+ years,Home Mortgage,Debt Consolidation,20781.06,30.4,48,13,0,0,0,0,0,70700,0
179014,Long Term,719,779171,3 years,Rent,Other,8506.11,9.9,NA,9,0,98781,295570,0,0,70750,0
97966,Short Term,729,1034037,10+ years,Home Mortgage,Debt Consolidation,19818.9,32,NA,6,1,148428,339658,1,0,70760,0
522764,Long Term,666,2633666,5 years,Rent,Debt Consolidation,23922.52,17,21,11,0,224542,339878,0,0,70800,0
246488,Short Term,725,625993,10+ years,Home Mortgage,Debt Consolidation,10485.34,16.5,16,12,0,136705,328394,0,0,70840,0
136620,Short Term,,,8 years,Own Home,Debt Consolidation,3585.87,11.2,NA,7,2,136325,276430,2,0,70870,0
196900,Short Term,716,1360343,10+ years,Home Mortgage,Debt Consolidation,19158.08,24.6,39,24,1,87039,199188,1,0,70890,0
269148,Long Term,608,1878948,10+ years,Home Mortgage,Debt Consolidation,59186.52,16,11,18,0,528789,1101232,0,0,70930,0
110374,Short Term,737,667204,6 years,Rent,Debt Consolidation,3052.54,9.8,NA,12,0,105165,379368,0,0,70950,0
292930,Short Term,732,972990,3 years,Rent,Debt Consolidation,16621.96,35.3,NA,9,0,259312,486662,0,0,71070,0
85888,Short Term,737,463657,6 years,Rent,Debt Consolidation,12673,10.2,NA,20,0,261573,818576,0,0,71090,0
387992,Short Term,,,6 years,Home Mortgage,Debt Consolidation,18392.76,16.2,NA,19,0,514273,907720,0,0,71120,0
99990,Short Term,733,729220,9 years,Home Mortgage,Home Improvements,2880.4,9.8,NA,9,0,80807,574024,0,0,71140,0
439648,Long Term,721,849015,5 years,Home Mortgage,Debt Consolidation,18678.33,16.9,NA,19,0,268831,572220,0,0,71170,1
266398,Short Term,7400,1974803,< 1 year,Home Mortgage,Debt Consolidation,37356.85,20.8,9,20,0,206264,615538,0,0,71190,1
100298,Short Term,,,8 years,Rent,Debt Consolidation,11702.67,22,20,5,1,41401,50160,0,1,71210,0
310618,Long Term,703,2753898,10+ years,Rent,Debt Consolidation,40619.91,20,21,11,0,245062,426690,0,0,71220,0
112134,Short Term,,,1 year,Rent,Debt Consolidation,4754.37,11.8,NA,3,0,69312,524612,0,0,71240,0
88000,Short Term,681,885115,n/a,Home Mortgage,Debt Consolidation,15268.21,11.3,NA,12,3,138282,202422,2,1,71260,0
263384,Short Term,740,1496592,< 1 year,Rent,Debt Consolidation,32177.07,11.8,NA,9,0,398031,570372,0,0,71280,0
99999999,Short Term,740,1899050,10+ years,Rent,Debt Consolidation,12707.96,13.5,NA,6,1,224846,386848,1,0,71290,0
198330,Short Term,,,2 years,Rent,Debt Consolidation,11057.81,11.1,NA,18,0,127357,279312,0,0,71340,0
153252,Short Term,,,4 years,Rent,Debt Consolidation,13604.95,12.8,78,8,0,119738,247588,0,0,71350,1
587774,Long Term,730,1410047,10+ years,Home Mortgage,Debt Consolidation,22208.15,24.2,NA,17,0,456798,1745612,0,0,71370,1
78254,Short Term,747,162222,n/a,Rent,Buy a Car,1468.13,21.5,NA,2,0,29602,136576,0,0,71400,0
303402,Short Term,679,744648,7 years,Home Mortgage,Home Improvements,12907.08,14.7,NA,14,0,182324,483098,0,0,71410,0
395912,Short Term,749,1747658,10+ years,Home Mortgage,Home Improvements,14403.52,15.1,NA,12,0,435613,1363252,0,0,71440,0
536030,Long Term,689,1119974,3 years,Home Mortgage,Debt Consolidation,8054.48,12.4,NA,13,0,250401,393404,0,0,71480,1
404602,Long Term,720,873563,3 years,Rent,Debt Consolidation,5183.01,16.4,56,7,0,120441,233596,0,0,71490,0
60544,Short Term,,,4 years,Home Mortgage,Debt Consolidation,13993.88,7.5,NA,11,0,149891,424314,0,0,71500,0
262548,Long Term,712,1649580,10+ years,Home Mortgage,Debt Consolidation,46050.87,22.7,NA,27,0,1202073,2274294,0,0,71520,1
495902,Long Term,,,1 year,Rent,Debt Consolidation,33816.39,17.9,69,15,0,586682,815518,0,0,71540,1
322344,Short Term,742,1002193,10+ years,Home Mortgage,Debt Consolidation,8685.66,18,NA,6,0,392217,617870,0,0,71600,0
98186,Short Term,7100,753768,n/a,Rent,Debt Consolidation,4447.14,7.9,NA,5,0,67203,117898,0,0,71610,1
155166,Short Term,749,1023682,3 years,Rent,Debt Consolidation,17743.72,18.9,75,8,0,117724,355894,0,0,71660,0
173580,Short Term,,,n/a,Home Mortgage,Home Improvements,8275.83,15.3,70,8,0,87552,177826,0,0,71690,0
151712,Short Term,746,1213872,10+ years,Home Mortgage,Debt Consolidation,9599.94,30.1,3,23,0,233092,1697410,0,0,71720,0
99999999,Short Term,744,1488840,10+ years,Home Mortgage,Debt Consolidation,3933,19.6,NA,5,0,152817,408650,0,0,71740,0
327096,Long Term,,,2 years,Rent,Debt Consolidation,12881.62,13.3,73,19,0,108015,194194,0,0,71770,1
108020,Short Term,7340,1360590,9 years,Rent,Debt Consolidation,17914.53,11.4,19,4,0,64733,137258,0,0,71890,1
154858,Short Term,683,1077319,n/a,Rent,Debt Consolidation,987.62,29.1,31,6,0,39159,187352,0,0,71950,0
223828,Short Term,740,1159836,7 years,Home Mortgage,Debt Consolidation,22423.42,21.9,NA,11,0,482068,575432,0,0,71980,0
238876,Long Term,670,843980,5 years,Rent,Debt Consolidation,22646.48,18.9,66,31,1,409184,766656,0,0,71990,1
447348,Short Term,714,2105580,3 years,Home Mortgage,Debt Consolidation,27372.54,26.8,64,11,0,309491,389070,0,0,72040,0
445742,Long Term,731,6779010,< 1 year,Home Mortgage,Debt Consolidation,45249.83,31.6,NA,11,0,1248756,2083466,0,0,72060,0
214962,Short Term,718,779722,< 1 year,Rent,Debt Consolidation,14424.99,10.2,NA,14,0,120270,148302,0,0,72070,0
321816,Short Term,706,1482304,3 years,Own Home,Debt Consolidation,28040.2,23.4,NA,7,1,105070,165308,1,0,72080,1
393272,Long Term,678,858534,8 years,Home Mortgage,Debt Consolidation,8728.41,26.5,57,10,0,240901,345224,0,0,72100,0
222002,Short Term,736,575187,10+ years,Rent,Debt Consolidation,12078.87,15.6,NA,10,0,228076,318956,0,0,72120,1
656304,Short Term,693,2611094,2 years,Home Mortgage,Debt Consolidation,22412.02,18.5,28,12,0,311562,428956,0,0,72130,0
323928,Short Term,738,911259,1 year,Rent,Debt Consolidation,20883.09,14.3,11,13,0,222395,315172,0,0,72140,0
111518,Short Term,,,4 years,Home Mortgage,Buy House,3385.23,29.7,NA,4,0,0,0,0,0,72170,0
495726,Long Term,743,1303001,10+ years,Home Mortgage,Debt Consolidation,14658.69,17,NA,10,0,521531,1410948,0,0,72220,0
171996,Short Term,687,557004,3 years,Rent,Debt Consolidation,10675.91,6.4,NA,9,0,148846,238722,0,0,72230,0
372702,Long Term,692,1476813,10+ years,Home Mortgage,Medical Bills,39504.8,14.3,9,7,0,361855,416504,0,0,72240,1
175076,Short Term,,,5 years,Rent,Debt Consolidation,20342.35,17.5,NA,9,0,683544,864050,0,0,72300,0
132000,Short Term,724,1045000,< 1 year,Rent,Debt Consolidation,13759.23,11.2,61,27,1,110447,301620,1,0,72400,1
99999999,Long Term,712,1906916,6 years,Home Mortgage,Debt Consolidation,34006.58,18.1,NA,19,0,474430,682396,0,0,72480,0
224532,Short Term,726,798475,3 years,Rent,Debt Consolidation,9714.89,14.9,NA,8,0,161671,213466,0,0,72510,0
